mission_id,profile,geometry_params,drone_preset,wind_profile,wind_direction_deg,wind_speed_min,wind_speed_max,waypoint_file,n_waypoints,validation,status
mission_06513,zigzag,"[20, 100, 15, 120]",fast,calm,0,0.0,1.0,mission_06513.waypoints,15,OK,pending
mission_06514,zigzag,"[20, 100, 15, 120]",fast,calm,45,0.0,1.0,mission_06514.waypoints,15,OK,pending
mission_06515,zigzag,"[20, 100, 15, 120]",fast,calm,90,0.0,1.0,mission_06515.waypoints,15,OK,pending
mission_06516,zigzag,"[20, 100, 15, 120]",fast,calm,135,0.0,1.0,mission_06516.waypoints,15,OK,pending
mission_06517,zigzag,"[20, 100, 15, 120]",fast,light,0,2.0,4.0,mission_06517.waypoints,15,OK,pending
mission_06518,zigzag,"[20, 100, 15, 120]",fast,light,45,2.0,4.0,mission_06518.waypoints,15,OK,pending
mission_06519,zigzag,"[20, 100, 15, 120]",fast,light,90,2.0,4.0,mission_06519.waypoints,15,OK,pending
mission_06520,zigzag,"[20, 100, 15, 120]",fast,light,135,2.0,4.0,mission_06520.waypoints,15,OK,pending
mission_06521,zigzag,"[20, 100, 15, 120]",fast,moderate,0,5.0,8.0,mission_06521.waypoints,15,OK,pending
mission_06522,zigzag,"[20, 100, 15, 120]",fast,moderate,45,5.0,8.0,mission_06522.waypoints,15,OK,pending
mission_06523,zigzag,"[20, 100, 15, 120]",fast,moderate,90,5.0,8.0,mission_06523.waypoints,15,OK,pending
mission_06524,zigzag,"[20, 100, 15, 120]",fast,moderate,135,5.0,8.0,mission_06524.waypoints,15,OK,pending
mission_06525,zigzag,"[20, 100, 15, 120]",fast,gusty,0,3.0,10.0,mission_06525.waypoints,15,OK,pending
mission_06526,zigzag,"[20, 100, 15, 120]",fast,gusty,45,3.0,10.0,mission_06526.waypoints,15,OK,pending
mission_06527,zigzag,"[20, 100, 15, 120]",fast,gusty,90,3.0,10.0,mission_06527.waypoints,15,OK,pending
mission_06528,zigzag,"[20, 100, 15, 120]",fast,gusty,135,3.0,10.0,mission_06528.waypoints,15,OK,pending
mission_06529,zigzag,"[20, 200, 15, 60]",conservative,calm,0,0.0,1.0,mission_06529.waypoints,9,OK,pending
mission_06530,zigzag,"[20, 200, 15, 60]",conservative,calm,45,0.0,1.0,mission_06530.waypoints,9,OK,pending
mission_06531,zigzag,"[20, 200, 15, 60]",conservative,calm,90,0.0,1.0,mission_06531.waypoints,9,OK,pending
mission_06532,zigzag,"[20, 200, 15, 60]",conservative,calm,135,0.0,1.0,mission_06532.waypoints,9,OK,pending
mission_06533,zigzag,"[20, 200, 15, 60]",conservative,light,0,2.0,4.0,mission_06533.waypoints,9,OK,pending
mission_06534,zigzag,"[20, 200, 15, 60]",conservative,light,45,2.0,4.0,mission_06534.waypoints,9,OK,pending
mission_06535,zigzag,"[20, 200, 15, 60]",conservative,light,90,2.0,4.0,mission_06535.waypoints,9,OK,pending
mission_06536,zigzag,"[20, 200, 15, 60]",conservative,light,135,2.0,4.0,mission_06536.waypoints,9,OK,pending
mission_06537,zigzag,"[20, 200, 15, 60]",conservative,moderate,0,5.0,8.0,mission_06537.waypoints,9,OK,pending
mission_06538,zigzag,"[20, 200, 15, 60]",conservative,moderate,45,5.0,8.0,mission_06538.waypoints,9,OK,pending
mission_06539,zigzag,"[20, 200, 15, 60]",conservative,moderate,90,5.0,8.0,mission_06539.waypoints,9,OK,pending
mission_06540,zigzag,"[20, 200, 15, 60]",conservative,moderate,135,5.0,8.0,mission_06540.waypoints,9,OK,pending
mission_06541,zigzag,"[20, 200, 15, 60]",conservative,gusty,0,3.0,10.0,mission_06541.waypoints,9,OK,pending
mission_06542,zigzag,"[20, 200, 15, 60]",conservative,gusty,45,3.0,10.0,mission_06542.waypoints,9,OK,pending
mission_06543,zigzag,"[20, 200, 15, 60]",conservative,gusty,90,3.0,10.0,mission_06543.waypoints,9,OK,pending
mission_06544,zigzag,"[20, 200, 15, 60]",conservative,gusty,135,3.0,10.0,mission_06544.waypoints,9,OK,pending
mission_06545,zigzag,"[20, 200, 15, 60]",standard,calm,0,0.0,1.0,mission_06545.waypoints,9,OK,pending
mission_06546,zigzag,"[20, 200, 15, 60]",standard,calm,45,0.0,1.0,mission_06546.waypoints,9,OK,pending
mission_06547,zigzag,"[20, 200, 15, 60]",standard,calm,90,0.0,1.0,mission_06547.waypoints,9,OK,pending
mission_06548,zigzag,"[20, 200, 15, 60]",standard,calm,135,0.0,1.0,mission_06548.waypoints,9,OK,pending
mission_06549,zigzag,"[20, 200, 15, 60]",standard,light,0,2.0,4.0,mission_06549.waypoints,9,OK,pending
mission_06550,zigzag,"[20, 200, 15, 60]",standard,light,45,2.0,4.0,mission_06550.waypoints,9,OK,pending
mission_06551,zigzag,"[20, 200, 15, 60]",standard,light,90,2.0,4.0,mission_06551.waypoints,9,OK,pending
mission_06552,zigzag,"[20, 200, 15, 60]",standard,light,135,2.0,4.0,mission_06552.waypoints,9,OK,pending
mission_06553,zigzag,"[20, 200, 15, 60]",standard,moderate,0,5.0,8.0,mission_06553.waypoints,9,OK,pending
mission_06554,zigzag,"[20, 200, 15, 60]",standard,moderate,45,5.0,8.0,mission_06554.waypoints,9,OK,pending
mission_06555,zigzag,"[20, 200, 15, 60]",standard,moderate,90,5.0,8.0,mission_06555.waypoints,9,OK,pending
mission_06556,zigzag,"[20, 200, 15, 60]",standard,moderate,135,5.0,8.0,mission_06556.waypoints,9,OK,pending
mission_06557,zigzag,"[20, 200, 15, 60]",standard,gusty,0,3.0,10.0,mission_06557.waypoints,9,OK,pending
mission_06558,zigzag,"[20, 200, 15, 60]",standard,gusty,45,3.0,10.0,mission_06558.waypoints,9,OK,pending
mission_06559,zigzag,"[20, 200, 15, 60]",standard,gusty,90,3.0,10.0,mission_06559.waypoints,9,OK,pending
mission_06560,zigzag,"[20, 200, 15, 60]",standard,gusty,135,3.0,10.0,mission_06560.waypoints,9,OK,pending
mission_06561,zigzag,"[20, 200, 15, 60]",dynamic,calm,0,0.0,1.0,mission_06561.waypoints,9,OK,pending
mission_06562,zigzag,"[20, 200, 15, 60]",dynamic,calm,45,0.0,1.0,mission_06562.waypoints,9,OK,pending
mission_06563,zigzag,"[20, 200, 15, 60]",dynamic,calm,90,0.0,1.0,mission_06563.waypoints,9,OK,pending
mission_06564,zigzag,"[20, 200, 15, 60]",dynamic,calm,135,0.0,1.0,mission_06564.waypoints,9,OK,pending
mission_06565,zigzag,"[20, 200, 15, 60]",dynamic,light,0,2.0,4.0,mission_06565.waypoints,9,OK,pending
mission_06566,zigzag,"[20, 200, 15, 60]",dynamic,light,45,2.0,4.0,mission_06566.waypoints,9,OK,pending
mission_06567,zigzag,"[20, 200, 15, 60]",dynamic,light,90,2.0,4.0,mission_06567.waypoints,9,OK,pending
mission_06568,zigzag,"[20, 200, 15, 60]",dynamic,light,135,2.0,4.0,mission_06568.waypoints,9,OK,pending
mission_06569,zigzag,"[20, 200, 15, 60]",dynamic,moderate,0,5.0,8.0,mission_06569.waypoints,9,OK,pending
mission_06570,zigzag,"[20, 200, 15, 60]",dynamic,moderate,45,5.0,8.0,mission_06570.waypoints,9,OK,pending
mission_06571,zigzag,"[20, 200, 15, 60]",dynamic,moderate,90,5.0,8.0,mission_06571.waypoints,9,OK,pending
mission_06572,zigzag,"[20, 200, 15, 60]",dynamic,moderate,135,5.0,8.0,mission_06572.waypoints,9,OK,pending
mission_06573,zigzag,"[20, 200, 15, 60]",dynamic,gusty,0,3.0,10.0,mission_06573.waypoints,9,OK,pending
mission_06574,zigzag,"[20, 200, 15, 60]",dynamic,gusty,45,3.0,10.0,mission_06574.waypoints,9,OK,pending
mission_06575,zigzag,"[20, 200, 15, 60]",dynamic,gusty,90,3.0,10.0,mission_06575.waypoints,9,OK,pending
mission_06576,zigzag,"[20, 200, 15, 60]",dynamic,gusty,135,3.0,10.0,mission_06576.waypoints,9,OK,pending
mission_06577,zigzag,"[20, 200, 15, 60]",fast,calm,0,0.0,1.0,mission_06577.waypoints,9,OK,pending
mission_06578,zigzag,"[20, 200, 15, 60]",fast,calm,45,0.0,1.0,mission_06578.waypoints,9,OK,pending
mission_06579,zigzag,"[20, 200, 15, 60]",fast,calm,90,0.0,1.0,mission_06579.waypoints,9,OK,pending
mission_06580,zigzag,"[20, 200, 15, 60]",fast,calm,135,0.0,1.0,mission_06580.waypoints,9,OK,pending
mission_06581,zigzag,"[20, 200, 15, 60]",fast,light,0,2.0,4.0,mission_06581.waypoints,9,OK,pending
mission_06582,zigzag,"[20, 200, 15, 60]",fast,light,45,2.0,4.0,mission_06582.waypoints,9,OK,pending
mission_06583,zigzag,"[20, 200, 15, 60]",fast,light,90,2.0,4.0,mission_06583.waypoints,9,OK,pending
mission_06584,zigzag,"[20, 200, 15, 60]",fast,light,135,2.0,4.0,mission_06584.waypoints,9,OK,pending
mission_06585,zigzag,"[20, 200, 15, 60]",fast,moderate,0,5.0,8.0,mission_06585.waypoints,9,OK,pending
mission_06586,zigzag,"[20, 200, 15, 60]",fast,moderate,45,5.0,8.0,mission_06586.waypoints,9,OK,pending
mission_06587,zigzag,"[20, 200, 15, 60]",fast,moderate,90,5.0,8.0,mission_06587.waypoints,9,OK,pending
mission_06588,zigzag,"[20, 200, 15, 60]",fast,moderate,135,5.0,8.0,mission_06588.waypoints,9,OK,pending
mission_06589,zigzag,"[20, 200, 15, 60]",fast,gusty,0,3.0,10.0,mission_06589.waypoints,9,OK,pending
mission_06590,zigzag,"[20, 200, 15, 60]",fast,gusty,45,3.0,10.0,mission_06590.waypoints,9,OK,pending
mission_06591,zigzag,"[20, 200, 15, 60]",fast,gusty,90,3.0,10.0,mission_06591.waypoints,9,OK,pending
mission_06592,zigzag,"[20, 200, 15, 60]",fast,gusty,135,3.0,10.0,mission_06592.waypoints,9,OK,pending
mission_06593,zigzag,"[20, 200, 30, 100]",conservative,calm,0,0.0,1.0,mission_06593.waypoints,12,OK,pending
mission_06594,zigzag,"[20, 200, 30, 100]",conservative,calm,45,0.0,1.0,mission_06594.waypoints,12,OK,pending
mission_06595,zigzag,"[20, 200, 30, 100]",conservative,calm,90,0.0,1.0,mission_06595.waypoints,12,OK,pending
mission_06596,zigzag,"[20, 200, 30, 100]",conservative,calm,135,0.0,1.0,mission_06596.waypoints,12,OK,pending
mission_06597,zigzag,"[20, 200, 30, 100]",conservative,light,0,2.0,4.0,mission_06597.waypoints,12,OK,pending
mission_06598,zigzag,"[20, 200, 30, 100]",conservative,light,45,2.0,4.0,mission_06598.waypoints,12,OK,pending
mission_06599,zigzag,"[20, 200, 30, 100]",conservative,light,90,2.0,4.0,mission_06599.waypoints,12,OK,pending
mission_06600,zigzag,"[20, 200, 30, 100]",conservative,light,135,2.0,4.0,mission_06600.waypoints,12,OK,pending
mission_06601,zigzag,"[20, 200, 30, 100]",conservative,moderate,0,5.0,8.0,mission_06601.waypoints,12,OK,pending
mission_06602,zigzag,"[20, 200, 30, 100]",conservative,moderate,45,5.0,8.0,mission_06602.waypoints,12,OK,pending
mission_06603,zigzag,"[20, 200, 30, 100]",conservative,moderate,90,5.0,8.0,mission_06603.waypoints,12,OK,pending
mission_06604,zigzag,"[20, 200, 30, 100]",conservative,moderate,135,5.0,8.0,mission_06604.waypoints,12,OK,pending
mission_06605,zigzag,"[20, 200, 30, 100]",conservative,gusty,0,3.0,10.0,mission_06605.waypoints,12,OK,pending
mission_06606,zigzag,"[20, 200, 30, 100]",conservative,gusty,45,3.0,10.0,mission_06606.waypoints,12,OK,pending
mission_06607,zigzag,"[20, 200, 30, 100]",conservative,gusty,90,3.0,10.0,mission_06607.waypoints,12,OK,pending
mission_06608,zigzag,"[20, 200, 30, 100]",conservative,gusty,135,3.0,10.0,mission_06608.waypoints,12,OK,pending
mission_06609,zigzag,"[20, 200, 30, 100]",standard,calm,0,0.0,1.0,mission_06609.waypoints,12,OK,pending
mission_06610,zigzag,"[20, 200, 30, 100]",standard,calm,45,0.0,1.0,mission_06610.waypoints,12,OK,pending
mission_06611,zigzag,"[20, 200, 30, 100]",standard,calm,90,0.0,1.0,mission_06611.waypoints,12,OK,pending
mission_06612,zigzag,"[20, 200, 30, 100]",standard,calm,135,0.0,1.0,mission_06612.waypoints,12,OK,pending
mission_06613,zigzag,"[20, 200, 30, 100]",standard,light,0,2.0,4.0,mission_06613.waypoints,12,OK,pending
mission_06614,zigzag,"[20, 200, 30, 100]",standard,light,45,2.0,4.0,mission_06614.waypoints,12,OK,pending
mission_06615,zigzag,"[20, 200, 30, 100]",standard,light,90,2.0,4.0,mission_06615.waypoints,12,OK,pending
mission_06616,zigzag,"[20, 200, 30, 100]",standard,light,135,2.0,4.0,mission_06616.waypoints,12,OK,pending
mission_06617,zigzag,"[20, 200, 30, 100]",standard,moderate,0,5.0,8.0,mission_06617.waypoints,12,OK,pending
mission_06618,zigzag,"[20, 200, 30, 100]",standard,moderate,45,5.0,8.0,mission_06618.waypoints,12,OK,pending
mission_06619,zigzag,"[20, 200, 30, 100]",standard,moderate,90,5.0,8.0,mission_06619.waypoints,12,OK,pending
mission_06620,zigzag,"[20, 200, 30, 100]",standard,moderate,135,5.0,8.0,mission_06620.waypoints,12,OK,pending
mission_06621,zigzag,"[20, 200, 30, 100]",standard,gusty,0,3.0,10.0,mission_06621.waypoints,12,OK,pending
mission_06622,zigzag,"[20, 200, 30, 100]",standard,gusty,45,3.0,10.0,mission_06622.waypoints,12,OK,pending
mission_06623,zigzag,"[20, 200, 30, 100]",standard,gusty,90,3.0,10.0,mission_06623.waypoints,12,OK,pending
mission_06624,zigzag,"[20, 200, 30, 100]",standard,gusty,135,3.0,10.0,mission_06624.waypoints,12,OK,pending
mission_06625,zigzag,"[20, 200, 30, 100]",dynamic,calm,0,0.0,1.0,mission_06625.waypoints,12,OK,pending
mission_06626,zigzag,"[20, 200, 30, 100]",dynamic,calm,45,0.0,1.0,mission_06626.waypoints,12,OK,pending
mission_06627,zigzag,"[20, 200, 30, 100]",dynamic,calm,90,0.0,1.0,mission_06627.waypoints,12,OK,pending
mission_06628,zigzag,"[20, 200, 30, 100]",dynamic,calm,135,0.0,1.0,mission_06628.waypoints,12,OK,pending
mission_06629,zigzag,"[20, 200, 30, 100]",dynamic,light,0,2.0,4.0,mission_06629.waypoints,12,OK,pending
mission_06630,zigzag,"[20, 200, 30, 100]",dynamic,light,45,2.0,4.0,mission_06630.waypoints,12,OK,pending
mission_06631,zigzag,"[20, 200, 30, 100]",dynamic,light,90,2.0,4.0,mission_06631.waypoints,12,OK,pending
mission_06632,zigzag,"[20, 200, 30, 100]",dynamic,light,135,2.0,4.0,mission_06632.waypoints,12,OK,pending
mission_06633,zigzag,"[20, 200, 30, 100]",dynamic,moderate,0,5.0,8.0,mission_06633.waypoints,12,OK,pending
mission_06634,zigzag,"[20, 200, 30, 100]",dynamic,moderate,45,5.0,8.0,mission_06634.waypoints,12,OK,pending
mission_06635,zigzag,"[20, 200, 30, 100]",dynamic,moderate,90,5.0,8.0,mission_06635.waypoints,12,OK,pending
mission_06636,zigzag,"[20, 200, 30, 100]",dynamic,moderate,135,5.0,8.0,mission_06636.waypoints,12,OK,pending
mission_06637,zigzag,"[20, 200, 30, 100]",dynamic,gusty,0,3.0,10.0,mission_06637.waypoints,12,OK,pending
mission_06638,zigzag,"[20, 200, 30, 100]",dynamic,gusty,45,3.0,10.0,mission_06638.waypoints,12,OK,pending
mission_06639,zigzag,"[20, 200, 30, 100]",dynamic,gusty,90,3.0,10.0,mission_06639.waypoints,12,OK,pending
mission_06640,zigzag,"[20, 200, 30, 100]",dynamic,gusty,135,3.0,10.0,mission_06640.waypoints,12,OK,pending
mission_06641,zigzag,"[20, 200, 30, 100]",fast,calm,0,0.0,1.0,mission_06641.waypoints,12,OK,pending
mission_06642,zigzag,"[20, 200, 30, 100]",fast,calm,45,0.0,1.0,mission_06642.waypoints,12,OK,pending
mission_06643,zigzag,"[20, 200, 30, 100]",fast,calm,90,0.0,1.0,mission_06643.waypoints,12,OK,pending
mission_06644,zigzag,"[20, 200, 30, 100]",fast,calm,135,0.0,1.0,mission_06644.waypoints,12,OK,pending
mission_06645,zigzag,"[20, 200, 30, 100]",fast,light,0,2.0,4.0,mission_06645.waypoints,12,OK,pending
mission_06646,zigzag,"[20, 200, 30, 100]",fast,light,45,2.0,4.0,mission_06646.waypoints,12,OK,pending
mission_06647,zigzag,"[20, 200, 30, 100]",fast,light,90,2.0,4.0,mission_06647.waypoints,12,OK,pending
mission_06648,zigzag,"[20, 200, 30, 100]",fast,light,135,2.0,4.0,mission_06648.waypoints,12,OK,pending
mission_06649,zigzag,"[20, 200, 30, 100]",fast,moderate,0,5.0,8.0,mission_06649.waypoints,12,OK,pending
mission_06650,zigzag,"[20, 200, 30, 100]",fast,moderate,45,5.0,8.0,mission_06650.waypoints,12,OK,pending
mission_06651,zigzag,"[20, 200, 30, 100]",fast,moderate,90,5.0,8.0,mission_06651.waypoints,12,OK,pending
mission_06652,zigzag,"[20, 200, 30, 100]",fast,moderate,135,5.0,8.0,mission_06652.waypoints,12,OK,pending
mission_06653,zigzag,"[20, 200, 30, 100]",fast,gusty,0,3.0,10.0,mission_06653.waypoints,12,OK,pending
mission_06654,zigzag,"[20, 200, 30, 100]",fast,gusty,45,3.0,10.0,mission_06654.waypoints,12,OK,pending
mission_06655,zigzag,"[20, 200, 30, 100]",fast,gusty,90,3.0,10.0,mission_06655.waypoints,12,OK,pending
mission_06656,zigzag,"[20, 200, 30, 100]",fast,gusty,135,3.0,10.0,mission_06656.waypoints,12,OK,pending
mission_06657,zigzag,"[20, 200, 15, 120]",conservative,calm,0,0.0,1.0,mission_06657.waypoints,15,OK,pending
mission_06658,zigzag,"[20, 200, 15, 120]",conservative,calm,45,0.0,1.0,mission_06658.waypoints,15,OK,pending
mission_06659,zigzag,"[20, 200, 15, 120]",conservative,calm,90,0.0,1.0,mission_06659.waypoints,15,OK,pending
mission_06660,zigzag,"[20, 200, 15, 120]",conservative,calm,135,0.0,1.0,mission_06660.waypoints,15,OK,pending
mission_06661,zigzag,"[20, 200, 15, 120]",conservative,light,0,2.0,4.0,mission_06661.waypoints,15,OK,pending
mission_06662,zigzag,"[20, 200, 15, 120]",conservative,light,45,2.0,4.0,mission_06662.waypoints,15,OK,pending
mission_06663,zigzag,"[20, 200, 15, 120]",conservative,light,90,2.0,4.0,mission_06663.waypoints,15,OK,pending
mission_06664,zigzag,"[20, 200, 15, 120]",conservative,light,135,2.0,4.0,mission_06664.waypoints,15,OK,pending
mission_06665,zigzag,"[20, 200, 15, 120]",conservative,moderate,0,5.0,8.0,mission_06665.waypoints,15,OK,pending
mission_06666,zigzag,"[20, 200, 15, 120]",conservative,moderate,45,5.0,8.0,mission_06666.waypoints,15,OK,pending
mission_06667,zigzag,"[20, 200, 15, 120]",conservative,moderate,90,5.0,8.0,mission_06667.waypoints,15,OK,pending
mission_06668,zigzag,"[20, 200, 15, 120]",conservative,moderate,135,5.0,8.0,mission_06668.waypoints,15,OK,pending
mission_06669,zigzag,"[20, 200, 15, 120]",conservative,gusty,0,3.0,10.0,mission_06669.waypoints,15,OK,pending
mission_06670,zigzag,"[20, 200, 15, 120]",conservative,gusty,45,3.0,10.0,mission_06670.waypoints,15,OK,pending
mission_06671,zigzag,"[20, 200, 15, 120]",conservative,gusty,90,3.0,10.0,mission_06671.waypoints,15,OK,pending
mission_06672,zigzag,"[20, 200, 15, 120]",conservative,gusty,135,3.0,10.0,mission_06672.waypoints,15,OK,pending
mission_06673,zigzag,"[20, 200, 15, 120]",standard,calm,0,0.0,1.0,mission_06673.waypoints,15,OK,pending
mission_06674,zigzag,"[20, 200, 15, 120]",standard,calm,45,0.0,1.0,mission_06674.waypoints,15,OK,pending
mission_06675,zigzag,"[20, 200, 15, 120]",standard,calm,90,0.0,1.0,mission_06675.waypoints,15,OK,pending
mission_06676,zigzag,"[20, 200, 15, 120]",standard,calm,135,0.0,1.0,mission_06676.waypoints,15,OK,pending
mission_06677,zigzag,"[20, 200, 15, 120]",standard,light,0,2.0,4.0,mission_06677.waypoints,15,OK,pending
mission_06678,zigzag,"[20, 200, 15, 120]",standard,light,45,2.0,4.0,mission_06678.waypoints,15,OK,pending
mission_06679,zigzag,"[20, 200, 15, 120]",standard,light,90,2.0,4.0,mission_06679.waypoints,15,OK,pending
mission_06680,zigzag,"[20, 200, 15, 120]",standard,light,135,2.0,4.0,mission_06680.waypoints,15,OK,pending
mission_06681,zigzag,"[20, 200, 15, 120]",standard,moderate,0,5.0,8.0,mission_06681.waypoints,15,OK,pending
mission_06682,zigzag,"[20, 200, 15, 120]",standard,moderate,45,5.0,8.0,mission_06682.waypoints,15,OK,pending
mission_06683,zigzag,"[20, 200, 15, 120]",standard,moderate,90,5.0,8.0,mission_06683.waypoints,15,OK,pending
mission_06684,zigzag,"[20, 200, 15, 120]",standard,moderate,135,5.0,8.0,mission_06684.waypoints,15,OK,pending
mission_06685,zigzag,"[20, 200, 15, 120]",standard,gusty,0,3.0,10.0,mission_06685.waypoints,15,OK,pending
mission_06686,zigzag,"[20, 200, 15, 120]",standard,gusty,45,3.0,10.0,mission_06686.waypoints,15,OK,pending
mission_06687,zigzag,"[20, 200, 15, 120]",standard,gusty,90,3.0,10.0,mission_06687.waypoints,15,OK,pending
mission_06688,zigzag,"[20, 200, 15, 120]",standard,gusty,135,3.0,10.0,mission_06688.waypoints,15,OK,pending
mission_06689,zigzag,"[20, 200, 15, 120]",dynamic,calm,0,0.0,1.0,mission_06689.waypoints,15,OK,pending
mission_06690,zigzag,"[20, 200, 15, 120]",dynamic,calm,45,0.0,1.0,mission_06690.waypoints,15,OK,pending
mission_06691,zigzag,"[20, 200, 15, 120]",dynamic,calm,90,0.0,1.0,mission_06691.waypoints,15,OK,pending
mission_06692,zigzag,"[20, 200, 15, 120]",dynamic,calm,135,0.0,1.0,mission_06692.waypoints,15,OK,pending
mission_06693,zigzag,"[20, 200, 15, 120]",dynamic,light,0,2.0,4.0,mission_06693.waypoints,15,OK,pending
mission_06694,zigzag,"[20, 200, 15, 120]",dynamic,light,45,2.0,4.0,mission_06694.waypoints,15,OK,pending
mission_06695,zigzag,"[20, 200, 15, 120]",dynamic,light,90,2.0,4.0,mission_06695.waypoints,15,OK,pending
mission_06696,zigzag,"[20, 200, 15, 120]",dynamic,light,135,2.0,4.0,mission_06696.waypoints,15,OK,pending
mission_06697,zigzag,"[20, 200, 15, 120]",dynamic,moderate,0,5.0,8.0,mission_06697.waypoints,15,OK,pending
mission_06698,zigzag,"[20, 200, 15, 120]",dynamic,moderate,45,5.0,8.0,mission_06698.waypoints,15,OK,pending
mission_06699,zigzag,"[20, 200, 15, 120]",dynamic,moderate,90,5.0,8.0,mission_06699.waypoints,15,OK,pending
mission_06700,zigzag,"[20, 200, 15, 120]",dynamic,moderate,135,5.0,8.0,mission_06700.waypoints,15,OK,pending
mission_06701,zigzag,"[20, 200, 15, 120]",dynamic,gusty,0,3.0,10.0,mission_06701.waypoints,15,OK,pending
mission_06702,zigzag,"[20, 200, 15, 120]",dynamic,gusty,45,3.0,10.0,mission_06702.waypoints,15,OK,pending
mission_06703,zigzag,"[20, 200, 15, 120]",dynamic,gusty,90,3.0,10.0,mission_06703.waypoints,15,OK,pending
mission_06704,zigzag,"[20, 200, 15, 120]",dynamic,gusty,135,3.0,10.0,mission_06704.waypoints,15,OK,pending
mission_06705,zigzag,"[20, 200, 15, 120]",fast,calm,0,0.0,1.0,mission_06705.waypoints,15,OK,pending
mission_06706,zigzag,"[20, 200, 15, 120]",fast,calm,45,0.0,1.0,mission_06706.waypoints,15,OK,pending
mission_06707,zigzag,"[20, 200, 15, 120]",fast,calm,90,0.0,1.0,mission_06707.waypoints,15,OK,pending
mission_06708,zigzag,"[20, 200, 15, 120]",fast,calm,135,0.0,1.0,mission_06708.waypoints,15,OK,pending
mission_06709,zigzag,"[20, 200, 15, 120]",fast,light,0,2.0,4.0,mission_06709.waypoints,15,OK,pending
mission_06710,zigzag,"[20, 200, 15, 120]",fast,light,45,2.0,4.0,mission_06710.waypoints,15,OK,pending
mission_06711,zigzag,"[20, 200, 15, 120]",fast,light,90,2.0,4.0,mission_06711.waypoints,15,OK,pending
mission_06712,zigzag,"[20, 200, 15, 120]",fast,light,135,2.0,4.0,mission_06712.waypoints,15,OK,pending
mission_06713,zigzag,"[20, 200, 15, 120]",fast,moderate,0,5.0,8.0,mission_06713.waypoints,15,OK,pending
mission_06714,zigzag,"[20, 200, 15, 120]",fast,moderate,45,5.0,8.0,mission_06714.waypoints,15,OK,pending
mission_06715,zigzag,"[20, 200, 15, 120]",fast,moderate,90,5.0,8.0,mission_06715.waypoints,15,OK,pending
mission_06716,zigzag,"[20, 200, 15, 120]",fast,moderate,135,5.0,8.0,mission_06716.waypoints,15,OK,pending
mission_06717,zigzag,"[20, 200, 15, 120]",fast,gusty,0,3.0,10.0,mission_06717.waypoints,15,OK,pending
mission_06718,zigzag,"[20, 200, 15, 120]",fast,gusty,45,3.0,10.0,mission_06718.waypoints,15,OK,pending
mission_06719,zigzag,"[20, 200, 15, 120]",fast,gusty,90,3.0,10.0,mission_06719.waypoints,15,OK,pending
mission_06720,zigzag,"[20, 200, 15, 120]",fast,gusty,135,3.0,10.0,mission_06720.waypoints,15,OK,pending
mission_06721,zigzag,"[40, 50, 15, 60]",conservative,calm,0,0.0,1.0,mission_06721.waypoints,7,OK,pending
mission_06722,zigzag,"[40, 50, 15, 60]",conservative,calm,45,0.0,1.0,mission_06722.waypoints,7,OK,pending
mission_06723,zigzag,"[40, 50, 15, 60]",conservative,calm,90,0.0,1.0,mission_06723.waypoints,7,OK,pending
mission_06724,zigzag,"[40, 50, 15, 60]",conservative,calm,135,0.0,1.0,mission_06724.waypoints,7,OK,pending
mission_06725,zigzag,"[40, 50, 15, 60]",conservative,light,0,2.0,4.0,mission_06725.waypoints,7,OK,pending
mission_06726,zigzag,"[40, 50, 15, 60]",conservative,light,45,2.0,4.0,mission_06726.waypoints,7,OK,pending
mission_06727,zigzag,"[40, 50, 15, 60]",conservative,light,90,2.0,4.0,mission_06727.waypoints,7,OK,pending
mission_06728,zigzag,"[40, 50, 15, 60]",conservative,light,135,2.0,4.0,mission_06728.waypoints,7,OK,pending
mission_06729,zigzag,"[40, 50, 15, 60]",conservative,moderate,0,5.0,8.0,mission_06729.waypoints,7,OK,pending
mission_06730,zigzag,"[40, 50, 15, 60]",conservative,moderate,45,5.0,8.0,mission_06730.waypoints,7,OK,pending
mission_06731,zigzag,"[40, 50, 15, 60]",conservative,moderate,90,5.0,8.0,mission_06731.waypoints,7,OK,pending
mission_06732,zigzag,"[40, 50, 15, 60]",conservative,moderate,135,5.0,8.0,mission_06732.waypoints,7,OK,pending
mission_06733,zigzag,"[40, 50, 15, 60]",conservative,gusty,0,3.0,10.0,mission_06733.waypoints,7,OK,pending
mission_06734,zigzag,"[40, 50, 15, 60]",conservative,gusty,45,3.0,10.0,mission_06734.waypoints,7,OK,pending
mission_06735,zigzag,"[40, 50, 15, 60]",conservative,gusty,90,3.0,10.0,mission_06735.waypoints,7,OK,pending
mission_06736,zigzag,"[40, 50, 15, 60]",conservative,gusty,135,3.0,10.0,mission_06736.waypoints,7,OK,pending
mission_06737,zigzag,"[40, 50, 15, 60]",standard,calm,0,0.0,1.0,mission_06737.waypoints,7,OK,pending
mission_06738,zigzag,"[40, 50, 15, 60]",standard,calm,45,0.0,1.0,mission_06738.waypoints,7,OK,pending
mission_06739,zigzag,"[40, 50, 15, 60]",standard,calm,90,0.0,1.0,mission_06739.waypoints,7,OK,pending
mission_06740,zigzag,"[40, 50, 15, 60]",standard,calm,135,0.0,1.0,mission_06740.waypoints,7,OK,pending
